group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Caverphone 1,,,,,112963.0,ns,45
Caverphone 1,,,,,219195.0,ns,90
Caverphone 1,,,,,329144.0,ns,135
Caverphone 1,,,,,438454.0,ns,180
Caverphone 1,,,,,548248.0,ns,225
Caverphone 1,,,,,658002.0,ns,270
Caverphone 1,,,,,767619.0,ns,315
Caverphone 1,,,,,880848.0,ns,360
Caverphone 1,,,,,991151.0,ns,405
Caverphone 1,,,,,1174868.0,ns,450
Caverphone 1,,,,,1174162.0,ns,495
Caverphone 1,,,,,1284494.0,ns,540
Caverphone 1,,,,,1378631.0,ns,585
Caverphone 1,,,,,1488635.0,ns,630
Caverphone 1,,,,,1648846.0,ns,675
Caverphone 1,,,,,1761396.0,ns,720
Caverphone 1,,,,,1874725.0,ns,765
Caverphone 1,,,,,1984488.0,ns,810
Caverphone 1,,,,,2103759.0,ns,855
Caverphone 1,,,,,2201327.0,ns,900
Caverphone 1,,,,,2488168.0,ns,945
Caverphone 1,,,,,2432883.0,ns,990
Caverphone 1,,,,,2529577.0,ns,1035
Caverphone 1,,,,,2646791.0,ns,1080
Caverphone 1,,,,,2751335.0,ns,1125
Caverphone 1,,,,,2857186.0,ns,1170
Caverphone 1,,,,,2960983.0,ns,1215
Caverphone 1,,,,,3081251.0,ns,1260
Caverphone 1,,,,,3128656.0,ns,1305
Caverphone 1,,,,,3185335.0,ns,1350
Caverphone 1,,,,,3292365.0,ns,1395
Caverphone 1,,,,,3393190.0,ns,1440
Caverphone 1,,,,,3512866.0,ns,1485
Caverphone 1,,,,,3614178.0,ns,1530
Caverphone 1,,,,,3718879.0,ns,1575
Caverphone 1,,,,,3895167.0,ns,1620
Caverphone 1,,,,,4103626.0,ns,1665
Caverphone 1,,,,,4332350.0,ns,1710
Caverphone 1,,,,,4303945.0,ns,1755
Caverphone 1,,,,,4404587.0,ns,1800
Caverphone 1,,,,,4515459.0,ns,1845
Caverphone 1,,,,,4615512.0,ns,1890
Caverphone 1,,,,,4740064.0,ns,1935
Caverphone 1,,,,,4820760.0,ns,1980
Caverphone 1,,,,,4883406.0,ns,2025
Caverphone 1,,,,,4928976.0,ns,2070
Caverphone 1,,,,,5079516.0,ns,2115
Caverphone 1,,,,,5280331.0,ns,2160
Caverphone 1,,,,,5458164.0,ns,2205
Caverphone 1,,,,,5509028.0,ns,2250
Caverphone 1,,,,,5634257.0,ns,2295
Caverphone 1,,,,,5641845.0,ns,2340
Caverphone 1,,,,,5632317.0,ns,2385
Caverphone 1,,,,,5819233.0,ns,2430
Caverphone 1,,,,,6127520.0,ns,2475
Caverphone 1,,,,,6159426.0,ns,2520
Caverphone 1,,,,,6274841.0,ns,2565
Caverphone 1,,,,,6194903.0,ns,2610
Caverphone 1,,,,,6298477.0,ns,2655
Caverphone 1,,,,,6458675.0,ns,2700
Caverphone 1,,,,,6942824.0,ns,2745
Caverphone 1,,,,,7410347.0,ns,2790
