group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Nysiis (not strict),,,,,17943479.0,ns,18816
Nysiis (not strict),,,,,17952582.0,ns,18928
Nysiis (not strict),,,,,18247170.0,ns,19040
Nysiis (not strict),,,,,18872811.0,ns,19152
Nysiis (not strict),,,,,19090876.0,ns,19264
Nysiis (not strict),,,,,19113704.0,ns,19376
Nysiis (not strict),,,,,18697480.0,ns,19488
Nysiis (not strict),,,,,18899485.0,ns,19600
Nysiis (not strict),,,,,19407938.0,ns,19712
Nysiis (not strict),,,,,20074235.0,ns,19824
Nysiis (not strict),,,,,19720198.0,ns,19936
Nysiis (not strict),,,,,20064017.0,ns,20048
Nysiis (not strict),,,,,19718960.0,ns,20160
Nysiis (not strict),,,,,19809297.0,ns,20272
Nysiis (not strict),,,,,20139470.0,ns,20384
Nysiis (not strict),,,,,20463146.0,ns,20496
Nysiis (not strict),,,,,19808206.0,ns,20608
Nysiis (not strict),,,,,20701781.0,ns,20720
Nysiis (not strict),,,,,20697513.0,ns,20832
Nysiis (not strict),,,,,20430321.0,ns,20944
Nysiis (not strict),,,,,20610736.0,ns,21056
Nysiis (not strict),,,,,20670402.0,ns,21168
Nysiis (not strict),,,,,21014647.0,ns,21280
Nysiis (not strict),,,,,21359043.0,ns,21392
Nysiis (not strict),,,,,20892850.0,ns,21504
Nysiis (not strict),,,,,21485376.0,ns,21616
Nysiis (not strict),,,,,21093934.0,ns,21728
Nysiis (not strict),,,,,21233157.0,ns,21840
Nysiis (not strict),,,,,21473539.0,ns,21952
Nysiis (not strict),,,,,21474437.0,ns,22064
Nysiis (not strict),,,,,21713490.0,ns,22176
Nysiis (not strict),,,,,21680373.0,ns,22288
Nysiis (not strict),,,,,21716801.0,ns,22400
Nysiis (not strict),,,,,21546906.0,ns,22512
Nysiis (not strict),,,,,22621114.0,ns,22624
Nysiis (not strict),,,,,22471087.0,ns,22736
Nysiis (not strict),,,,,22281891.0,ns,22848
Nysiis (not strict),,,,,22362959.0,ns,22960
Nysiis (not strict),,,,,22304150.0,ns,23072
